1000 10000
159 588 0.09
332 176 0.84
155 617 0.52
462 535 0.18
247 263 0.12
391 617 0.44
11 461 0.20
525 843 0.31
548 700 0.51
878 159 0.43
453 944 0.35
554 320 0.54
518 431 0.71
60 665 0.80
740 107 0.11
77 725 0.54
61 688 0.43
213 501 0.95
803 855 0.44
329 744 0.61
458 460 0.32
421 216 0.49
703 246 0.88
227 9 0.73
531 65 0.47
803 804 0.44
18 20 0.66
959 937 0.55
801 475 0.67
622 877 0.67
182 910 0.77
715 189 0.14
398 891 0.16
274 317 0.85
57 571 0.52
899 818 0.19
108 403 0.58
601 54 0.75
681 142 0.04
365 397 0.19
661 928 0.20
204 525 0.42
244 610 0.39
297 245 0.36
541 394 0.64
212 0 0.97
107 218 0.12
252 769 0.40
986 747 0.42
148 872 0.46
3 39 0.08
667 92 0.03
839 826 0.13
805 230 0.81
93 180 0.81
330 198 0.05
365 687 0.70
991 655 0.38
575 972 0.68
122 356 0.96
840 519 0.69
141 286 0.01
112 402 0.95
349 91 0.83
524 801 0.14
124 861 0.81
32 691 0.57
589 773 0.70
20 512 0.45
3 338 0.63
315 68 0.09
802 590 0.03
235 493 0.37
220 95 0.92
7 411 0.13
300 167 0.08
90 639 0.94
883 310 0.26
158 940 0.45
803 473 0.27
92 176 0.81
400 612 0.41
239 195 0.29
901 972 0.41
872 692 0.70
745 202 0.33
980 679 0.28
985 891 0.02
964 108 0.85
286 112 0.57
694 157 0.29
966 918 0.67
661 76 0.39
439 562 0.30
704 673 0.10
618 491 0.81
824 550 0.62
290 478 0.53
419 574 0.19
955 464 0.51
759 558 0.63
564 552 0.62
734 888 0.02
974 351 0.44
280 327 0.14
704 847 0.56
798 905 0.62
86 943 0.44
547 651 0.92
518 504 0.84
9 24 0.97
997 343 1.00
817 689 0.47
711 489 0.44
234 773 0.06
933 575 0.46
39 428 0.83
591 835 0.90
557 687 0.35
445 885 0.18
228 379 0.14
490 782 0.91
414 656 0.01
643 742 0.64
329 644 0.54
661 625 0.89
683 217 0.76
759 402 0.14
304 966 0.84
967 161 0.65
843 927 0.76
455 461 0.17
705 978 0.96
100 908 0.91
943 456 0.55
138 673 0.90
178 882 0.09
913 237 0.82
553 262 0.53
734 327 0.53
682 418 0.13
41 58 0.88
424 462 0.52
863 97 0.97
795 193 0.94
415 752 0.59
164 304 0.27
725 241 0.11
672 483 0.39
377 99 0.84
250 211 0.28
144 844 0.82
416 545 0.93
127 139 0.62
182 692 0.92
383 29 0.23
469 435 0.91
169 303 0.02
26 160 0.86
210 709 0.47
391 408 0.75
620 120 0.39
268 421 0.58
785 213 0.45
253 609 0.75
254 266 0.45
364 446 0.80
727 857 0.27
912 208 0.48
516 466 0.63
420 463 0.90
663 413 0.69
885 29 0.69
188 867 0.44
46 385 0.58
583 426 0.60
404 955 0.57
387 559 0.10
483 962 0.07
215 395 0.51
110 679 0.76
880 514 0.52
699 454 0.03
148 320 0.23
607 689 0.84
823 200 0.51
228 534 0.52
414 391 0.31
93 860 0.37
171 766 0.41
116 227 0.29
137 546 0.62
741 720 0.56
903 193 0.41
737 361 0.68
149 203 0.28
24 492 0.84
578 943 0.92
243 224 0.30
851 481 0.18
633 424 0.14
836 11 0.76
396 916 0.94
336 477 0.40
997 24 0.90
525 945 0.18
4 564 0.10
385 478 0.86
284 708 0.09
105 289 0.40
199 475 0.89
721 95 0.61
631 500 0.71
260 365 0.05
65 979 0.84
781 829 0.87
756 631 0.27
425 315 0.37
902 839 0.58
6 264 0.82
445 808 0.28
32 371 0.40
693 66 0.64
622 88 0.61
492 261 0.46
925 367 0.69
786 183 0.05
184 157 0.25
481 621 0.73
394 856 0.07
630 449 0.76
528 913 0.34
216 157 0.68
434 236 0.63
112 30 0.16
516 114 0.50
75 226 0.73
631 937 0.17
635 426 0.34
230 578 0.90
464 923 0.93
965 757 0.93
37 34 0.78
535 295 0.63
611 133 0.10
683 624 0.31
540 159 0.06
316 127 0.69
908 859 0.22
307 356 0.63
531 452 0.32
400 194 0.03
370 976 0.61
97 136 0.93
331 602 0.23
166 537 0.95
652 336 0.04
89 732 0.26
235 6 0.39
899 441 0.46
849 774 0.33
524 794 0.81
944 542 0.58
141 294 0.83
415 411 0.97
913 789 0.91
896 721 0.18
131 848 0.10
97 106 0.27
187 488 0.06
305 37 0.03
92 427 0.24
112 553 0.44
258 373 0.97
719 126 0.02
996 721 0.84
931 70 0.94
788 709 0.62
483 847 0.39
245 628 0.12
267 126 0.16
949 630 0.02
1 14 0.09
680 469 0.95
461 956 0.61
559 967 0.20
710 561 0.22
721 776 0.87
82 322 0.59
675 171 0.57
585 297 0.92
289 996 0.15
883 12 0.01
522 218 0.69
155 799 0.42
63 190 0.49
45 479 0.42
320 990 0.08
513 949 0.67
976 233 0.61
332 141 0.77
171 9 0.75
321 420 0.22
565 841 0.17
626 873 0.62
95 766 0.54
371 638 0.66
190 134 0.14
178 758 0.62
930 329 0.45
436 2 0.10
117 963 0.08
868 13 0.95
83 847 0.80
13 520 0.66
360 892 0.21
88 759 0.43
972 35 0.84
30 521 0.92
469 55 0.26
532 459 0.34
458 312 0.02
852 616 0.75
194 366 0.09
903 897 0.73
827 683 0.16
438 712 0.84
723 618 0.11
79 718 0.10
558 553 0.10
135 680 0.57
190 685 0.90
602 693 0.06
253 711 0.53
344 221 0.92
676 412 0.11
347 978 0.85
870 606 0.59
32 970 0.72
876 75 0.33
161 810 0.17
986 647 0.38
37 343 0.80
681 435 0.83
187 278 0.81
443 896 0.42
325 108 0.96
206 481 0.17
260 729 0.58
889 33 0.78
68 386 0.42
537 701 0.46
679 974 0.70
148 538 0.32
22 55 0.22
942 132 0.62
410 285 0.53
505 665 0.95
141 475 0.83
969 42 0.97
966 382 0.12
453 345 0.19
898 246 0.93
77 477 0.88
978 424 0.92
14 778 0.84
607 649 0.89
77 430 0.07
976 649 0.15
81 811 0.76
851 187 0.28
194 714 0.40
180 905 0.37
510 356 0.80
590 852 0.47
756 68 0.43
367 485 0.29
372 333 0.29
690 598 0.36
158 960 0.93
751 323 0.74
219 210 0.57
458 934 0.09
590 967 0.97
96 263 0.25
812 69 0.07
63 845 0.62
154 683 0.64
103 636 0.31
930 24 0.09
586 662 0.21
113 708 0.71
918 569 0.47
890 788 0.81
409 543 0.32
38 999 0.79
293 554 0.41
939 104 0.57
6 321 0.06
29 224 0.01
317 293 0.67
320 631 0.98
743 951 0.85
394 574 0.26
731 379 0.37
125 712 0.10
311 779 0.81
221 905 0.62
227 8 0.45
134 564 0.25
229 634 0.87
269 275 0.51
734 729 0.98
222 269 0.13
354 157 0.55
907 837 0.57
820 418 0.49
490 973 0.29
198 266 1.00
113 354 0.10
38 419 0.58
442 808 0.47
602 742 0.25
142 381 0.48
787 904 0.26
697 522 0.30
630 184 0.49
23 458 0.93
706 328 0.28
84 212 0.44
98 504 0.87
758 28 0.17
727 967 0.98
378 856 0.32
880 170 0.62
900 719 0.43
188 233 0.76
978 731 0.92
813 666 0.81
28 514 0.59
932 248 0.21
399 969 0.35
438 865 0.23
554 566 0.78
644 692 0.83
885 56 0.56
706 925 0.13
692 728 0.99
514 200 0.15
572 54 0.01
205 571 0.17
461 657 0.38
315 71 0.02
524 0 0.50
232 630 0.08
818 293 0.11
965 146 0.60
811 564 0.97
975 329 0.55
361 39 0.47
92 177 0.30
883 166 0.04
385 215 0.75
906 979 0.28
542 823 0.35
855 276 0.28
968 104 0.87
506 974 0.35
587 875 0.87
15 706 0.20
896 116 0.35
825 850 0.51
343 209 0.38
197 747 0.75
713 517 0.30
308 239 0.42
533 498 0.12
589 170 0.40
259 933 0.58
445 914 0.44
651 843 0.50
313 256 0.25
591 733 0.92
831 66 0.74
25 692 0.41
426 33 0.14
137 82 0.37
191 227 0.56
539 667 0.23
994 572 0.68
761 799 0.93
702 245 0.99
118 492 0.58
708 558 0.83
820 96 0.48
568 249 0.19
714 687 0.11
623 349 0.91
373 722 0.07
402 216 0.85
937 341 0.63
460 422 0.02
925 684 0.57
303 104 0.18
807 648 0.90
882 715 0.24
333 769 0.96
763 180 0.39
361 788 0.14
363 83 0.33
771 504 0.50
499 563 0.61
995 662 0.52
944 996 0.15
357 689 0.17
818 901 0.19
156 572 0.91
672 339 0.61
193 432 0.04
810 545 0.34
529 207 0.19
303 684 0.47
508 658 0.78
296 822 0.42
576 110 0.55
762 329 0.02
376 4 0.39
253 834 0.48
861 3 0.11
202 640 0.17
511 414 0.82
980 375 0.84
177 70 0.99
55 125 0.58
292 913 0.88
422 800 0.66
375 704 0.88
106 439 0.10
949 529 0.30
36 414 0.57
609 436 1.00
7 15 0.72
375 625 0.83
234 275 0.70
769 36 0.83
751 266 0.46
606 523 0.88
629 938 0.43
779 79 0.07
284 551 0.91
963 250 0.81
271 731 0.83
493 407 0.17
57 363 0.47
348 446 0.56
612 723 0.37
347 65 0.46
78 211 0.24
133 710 0.14
389 364 0.46
48 418 0.48
910 902 0.11
530 858 0.85
627 54 0.44
294 475 0.31
702 548 0.28
812 412 0.57
116 561 0.34
574 738 0.28
42 275 0.57
704 940 0.19
523 288 0.68
816 822 0.24
584 338 0.81
358 941 0.12
713 690 0.39
109 489 0.90
15 452 0.67
644 500 0.75
226 711 0.74
379 47 0.16
74 531 0.32
843 860 0.36
94 470 0.77
167 286 0.80
62 48 0.66
299 686 0.73
688 591 0.86
318 158 0.87
216 320 0.43
485 695 0.94
144 749 0.10
308 400 0.31
504 699 0.84
85 98 0.07
910 109 0.72
222 453 0.91
919 481 0.99
777 280 0.67
304 882 0.21
622 810 0.33
438 749 0.53
541 448 0.66
652 627 0.35
359 293 0.42
148 946 0.51
330 61 0.28
350 440 0.92
69 336 0.51
933 487 0.06
792 921 0.63
98 416 0.70
687 200 0.11
102 408 0.45
156 512 0.27
982 924 0.09
178 456 0.88
624 152 0.56
642 347 0.96
991 710 0.67
757 148 0.62
157 862 0.45
763 559 0.41
139 511 0.55
417 753 0.98
509 363 0.83
315 30 0.94
390 716 0.07
62 825 0.02
139 332 0.05
488 570 0.54
254 1 0.18
127 797 0.74
236 628 0.59
550 594 0.34
240 639 0.19
884 952 0.81
335 832 0.43
362 942 0.55
931 73 0.44
976 686 0.16
629 876 0.68
922 268 0.32
408 138 0.31
962 881 0.70
448 667 0.54
837 415 0.09
802 998 0.19
267 113 0.30
682 739 0.04
129 225 0.13
241 529 0.54
849 338 0.29
766 233 0.71
163 926 0.21
901 660 0.04
168 808 0.46
6 56 0.99
542 158 0.74
48 334 0.65
30 434 0.40
747 716 0.88
214 319 0.70
206 659 0.76
599 72 0.61
690 868 0.55
694 868 0.31
454 761 0.14
138 802 0.28
105 429 0.77
790 982 0.42
981 873 0.36
534 831 0.33
354 263 0.61
562 800 0.28
759 420 0.45
156 49 0.93
674 946 0.76
711 321 0.64
613 687 0.32
91 669 0.51
256 886 0.16
313 651 0.92
829 391 0.41
37 116 0.49
458 27 0.31
260 789 0.40
947 117 0.75
362 447 0.55
516 230 0.48
539 143 0.74
230 766 0.90
752 122 0.50
435 438 0.99
201 964 0.54
60 25 0.99
600 62 0.40
448 827 0.15
726 578 0.72
69 197 0.77
843 482 0.73
476 201 0.69
225 79 0.16
118 690 0.66
432 367 0.28
340 360 0.28
328 336 0.08
975 86 0.80
480 123 0.15
941 162 0.99
376 60 0.71
250 605 0.18
750 850 0.75
585 136 0.95
453 344 0.59
755 760 0.76
242 541 0.21
6 984 0.38
70 467 0.54
568 809 0.81
145 936 0.86
385 89 0.51
824 814 0.25
881 771 0.77
456 210 0.70
974 52 0.84
760 896 0.81
903 8 0.32
837 260 0.57
769 108 0.50
953 511 0.51
592 585 0.87
778 242 0.47
890 930 0.54
341 618 0.99
802 236 0.97
52 499 0.38
380 960 0.58
103 639 0.84
592 728 0.14
760 862 0.31
263 399 0.91
506 538 0.89
507 463 0.66
848 257 0.06
884 455 0.28
949 13 0.18
473 380 0.10
39 53 0.74
523 360 0.33
688 297 0.16
428 748 0.15
284 444 0.12
982 207 1.00
267 694 0.35
696 804 0.06
513 690 0.38
363 669 0.41
751 774 0.32
55 783 0.01
189 505 0.71
808 717 0.32
735 274 0.47
132 143 0.89
778 665 0.24
174 518 0.16
967 191 0.07
345 84 0.08
15 210 0.18
697 303 0.53
899 935 0.30
324 835 0.89
791 653 0.12
17 313 0.53
276 686 0.91
522 642 0.29
687 844 0.64
260 890 0.26
351 827 0.90
523 820 0.10
545 988 0.12
925 632 0.68
108 28 0.15
731 905 0.49
218 748 0.96
37 104 0.69
790 574 0.29
448 121 0.72
891 719 0.74
876 25 0.15
648 338 0.95
903 650 0.74
170 538 0.56
11 530 0.59
528 760 0.12
891 700 0.40
430 40 0.29
931 709 0.58
149 640 0.45
746 588 0.39
28 515 0.56
163 316 0.03
734 165 0.57
149 753 0.58
885 7 0.24
407 697 0.66
343 575 0.08
953 863 0.89
864 270 0.87
227 818 0.80
728 749 0.32
214 840 0.52
385 52 0.76
59 93 0.96
741 553 0.56
444 529 0.91
319 391 0.19
841 899 0.02
881 862 0.82
736 167 0.43
534 494 0.91
862 555 0.48
119 762 0.69
637 377 0.73
690 744 0.93
880 710 0.61
257 483 0.95
242 739 0.16
82 376 0.40
926 407 0.38
147 460 0.08
310 872 0.78
458 987 0.30
756 456 0.13
150 705 0.72
266 450 0.48
792 6 0.52
264 767 0.62
90 177 0.84
25 522 0.63
337 872 0.16
581 517 0.24
565 896 0.04
682 876 0.43
351 347 0.02
261 111 0.21
445 770 0.79
996 12 0.76
82 956 0.53
124 199 0.98
161 331 0.23
181 824 0.03
75 269 0.55
789 569 0.33
616 119 0.49
338 840 0.76
464 659 0.13
412 403 0.84
566 564 0.52
43 713 0.37
299 611 0.19
929 680 0.74
952 887 0.36
130 719 0.24
230 932 0.10
784 592 0.15
30 864 0.82
622 766 0.93
199 859 0.75
18 792 0.48
369 628 0.37
297 215 0.42
300 690 0.02
887 750 0.31
325 769 0.78
3 5 0.10
39 835 0.81
260 636 0.47
46 165 0.23
641 923 0.38
199 633 0.17
878 838 0.88
398 742 1.00
538 261 0.02
614 536 0.42
637 985 0.62
139 466 0.55
211 87 0.50
286 519 0.76
927 373 0.38
785 356 0.88
269 843 0.27
932 29 0.17
933 292 0.56
787 754 0.59
258 508 0.09
666 481 0.86
206 478 0.92
614 491 0.62
980 257 0.61
68 475 0.30
841 93 0.56
948 807 0.76
989 77 0.15
865 71 0.81
667 969 0.83
135 183 0.19
508 625 0.76
605 29 0.56
328 247 0.92
629 151 0.36
741 589 0.01
707 565 0.95
525 380 0.09
181 390 0.40
625 976 0.54
918 789 0.87
965 262 0.71
751 277 0.61
897 110 0.42
864 231 0.20
408 77 0.52
732 422 0.21
572 543 0.53
449 528 0.60
447 37 0.85
599 822 0.59
342 325 0.06
111 136 0.86
424 818 0.54
372 676 0.01
156 409 0.94
121 988 0.73
881 646 0.67
932 774 0.03
57 68 0.80
906 185 0.15
657 757 0.38
569 481 0.22
787 406 0.76
308 115 0.55
536 150 0.23
186 531 0.15
100 253 0.54
268 801 0.78
972 57 0.60
354 352 0.13
483 92 0.39
838 982 0.62
433 887 0.01
178 562 0.31
489 819 0.77
532 305 0.00
298 363 0.87
669 872 0.90
692 63 0.11
255 689 0.28
381 982 0.59
240 214 0.12
682 501 0.44
557 947 0.44
908 631 1.00
265 755 0.66
912 626 0.24
195 910 0.27
80 574 0.81
83 753 0.69
924 457 0.45
482 254 0.90
934 822 0.51
494 777 0.06
408 672 0.05
867 273 0.54
636 562 0.99
568 722 0.07
454 395 0.21
761 231 0.90
265 830 0.93
250 356 0.09
620 94 0.44
861 836 0.47
370 801 0.76
188 146 0.03
26 53 0.58
575 774 0.68
387 367 0.52
667 183 0.83
93 107 0.51
754 871 0.24
121 354 0.91
325 424 0.22
537 336 0.11
184 936 0.31
175 746 0.90
110 577 0.61
606 714 0.75
628 390 0.51
634 531 0.01
709 195 0.94
339 501 0.72
654 892 0.48
340 922 0.70
894 65 0.16
91 276 0.50
656 465 0.34
182 77 0.77
167 667 0.19
495 254 0.37
931 166 0.04
272 601 0.22
243 254 0.05
885 563 0.77
10 165 0.88
20 126 0.70
628 203 0.65
404 413 0.65
797 322 0.60
854 669 0.20
472 651 0.32
966 879 0.74
551 855 0.04
717 427 0.23
685 653 0.92
87 151 0.82
329 919 0.30
381 438 0.38
773 378 0.88
521 273 0.41
830 357 0.26
316 763 0.45
794 775 0.80
595 736 0.84
378 428 0.90
308 87 0.78
293 645 0.49
60 752 0.92
207 835 0.66
890 579 0.44
711 435 0.58
235 634 0.20
472 856 0.56
624 539 0.80
199 223 0.87
39 374 0.04
66 176 0.09
322 294 0.54
69 767 0.20
674 947 0.12
70 584 0.57
416 943 0.36
490 836 0.83
647 900 0.89
605 846 0.30
839 412 0.54
164 404 0.22
761 560 0.68
777 315 0.79
652 641 0.01
490 614 0.36
550 32 0.54
218 521 0.55
607 17 1.00
340 36 0.71
325 840 0.39
752 236 0.48
1 642 0.86
348 767 0.68
999 824 0.05
486 853 0.83
107 128 0.94
586 367 0.40
184 759 1.00
482 996 0.88
321 546 0.96
515 54 0.71
886 261 0.76
376 462 0.94
799 374 0.15
340 361 0.20
438 778 0.85
754 907 0.25
165 578 0.48
582 157 0.35
36 241 0.15
463 274 0.20
490 220 0.56
219 822 0.30
36 320 0.38
992 118 0.78
702 929 0.12
600 635 0.64
451 203 0.99
823 931 0.66
625 920 0.76
257 390 0.98
25 866 0.10
996 469 0.98
210 350 0.16
285 336 0.32
479 526 0.42
615 402 0.59
907 477 0.44
929 357 0.64
180 681 0.13
823 833 0.78
203 632 0.23
868 894 0.87
465 197 0.33
731 46 0.12
152 313 0.81
81 501 0.73
815 710 0.69
851 761 0.12
975 939 0.29
530 562 0.34
893 270 0.53
967 523 0.13
773 350 0.74
42 488 0.18
207 950 0.05
685 514 0.15
760 573 0.45
427 286 0.85
786 987 0.58
973 263 0.46
948 123 0.62
714 649 0.86
215 580 0.51
218 344 0.77
967 809 0.88
402 99 0.60
632 742 0.59
709 882 0.90
670 392 0.27
891 115 0.32
982 430 0.50
754 265 0.25
593 653 0.02
403 695 0.21
446 763 0.20
142 208 0.80
553 303 0.78
401 42 0.99
826 893 0.19
895 953 0.37
749 403 0.38
400 366 0.10
236 106 0.61
80 518 0.74
502 301 0.80
654 222 0.36
804 719 0.75
342 666 0.84
550 479 0.09
808 266 0.89
754 634 0.83
740 569 0.97
482 793 0.41
266 730 0.19
193 426 0.83
374 363 0.08
566 917 0.17
622 573 0.21
58 600 0.81
387 278 0.69
481 87 0.57
49 299 0.88
88 303 0.13
364 484 0.31
917 650 0.93
150 43 0.82
151 326 0.99
283 630 0.90
982 820 0.18
533 602 0.03
628 728 0.43
500 75 0.38
979 927 0.75
272 387 0.12
201 291 0.34
145 907 0.91
442 63 0.80
281 379 0.18
444 641 0.48
585 389 0.55
586 982 0.44
950 159 0.39
509 997 0.38
864 220 0.82
497 549 0.54
704 565 0.65
231 600 0.85
132 665 0.18
719 711 0.23
958 517 0.55
711 823 0.18
379 438 0.70
507 381 0.58
287 619 0.39
138 153 0.14
659 473 0.83
510 755 0.53
208 77 0.84
744 175 0.61
513 876 0.08
843 549 0.30
454 710 0.78
90 33 0.05
648 981 0.64
191 237 0.47
446 42 0.68
695 653 0.89
772 382 0.83
545 44 0.16
342 250 0.24
570 585 0.34
350 785 0.15
139 952 0.02
764 263 0.29
251 188 0.23
108 355 0.98
273 946 0.65
633 580 0.36
890 349 0.32
523 706 0.04
194 340 0.43
878 762 0.96
499 791 0.32
43 601 0.46
429 576 0.62
191 673 0.31
178 192 0.68
468 26 0.34
973 879 0.83
960 434 0.99
672 486 0.56
47 486 0.98
601 384 0.07
88 237 0.30
221 431 0.34
151 388 0.47
799 552 0.82
175 258 0.96
197 454 0.83
608 595 0.88
532 961 0.61
274 593 0.09
535 482 0.42
6 756 0.73
480 198 0.15
151 501 0.34
117 31 0.03
969 390 0.76
109 651 0.63
143 849 0.50
719 246 0.71
121 325 0.90
893 575 0.08
675 372 0.04
395 188 0.58
54 659 0.52
291 127 0.59
349 301 0.70
738 460 0.79
119 955 0.96
944 339 0.18
743 93 0.73
779 274 0.88
818 372 0.85
676 106 0.91
714 293 0.27
568 883 0.70
287 11 0.72
111 727 0.44
370 623 0.18
560 899 0.44
836 848 0.76
196 55 0.54
343 288 0.50
258 654 0.75
479 672 0.35
43 428 0.18
542 902 0.37
656 261 0.10
488 781 0.54
846 56 0.04
974 109 0.36
332 902 0.27
996 493 0.92
651 58 0.96
724 604 0.35
928 645 0.11
620 733 0.23
475 950 0.07
609 660 0.29
220 755 0.02
794 526 0.72
998 294 0.73
52 436 0.16
60 911 0.48
557 349 0.42
873 152 0.31
926 146 0.09
289 63 0.53
328 515 0.71
483 353 0.84
66 395 0.80
636 425 0.21
462 594 0.57
378 393 0.35
997 231 0.19
324 599 0.61
40 754 0.74
934 280 0.23
510 894 0.51
116 721 0.24
764 69 0.61
273 892 0.07
147 935 0.67
338 922 0.15
910 448 0.81
859 488 0.69
648 815 0.51
540 837 0.58
412 496 0.14
308 257 0.83
181 573 0.07
965 609 0.81
910 226 0.25
985 163 0.17
108 470 0.75
498 738 0.56
173 526 0.29
579 535 0.99
947 27 0.31
397 70 0.50
169 511 0.30
687 101 0.78
246 255 0.53
502 277 0.30
454 392 0.59
734 64 0.92
182 518 0.42
478 429 0.28
120 841 0.45
690 109 0.54
746 645 0.64
988 330 0.40
989 63 0.88
644 654 0.79
866 810 0.30
789 504 0.11
221 198 0.08
365 918 0.78
866 669 0.39
559 738 0.52
779 318 0.82
84 706 0.98
747 130 0.51
968 373 0.04
385 115 0.77
684 369 0.78
760 247 0.93
153 463 0.88
427 728 0.42
745 357 0.29
633 367 0.85
395 390 0.09
380 728 0.87
362 831 0.29
127 637 0.41
229 429 0.10
488 873 0.16
417 307 0.70
863 802 0.55
171 364 0.33
447 459 0.95
379 385 0.85
858 430 0.87
627 103 0.20
111 62 0.18
760 836 0.42
869 238 0.14
233 836 0.33
824 481 0.47
367 785 0.75
538 623 0.16
423 35 0.53
134 146 0.79
318 463 0.98
926 142 0.76
971 547 0.57
937 727 0.16
310 627 0.38
170 206 0.46
43 84 0.48
207 989 0.71
134 301 0.64
872 60 0.09
848 69 0.63
759 305 0.73
796 317 0.64
324 986 0.35
109 92 0.26
937 497 0.23
688 621 0.98
195 591 0.69
327 58 0.62
221 979 0.43
682 71 0.67
645 81 0.87
902 576 0.57
639 685 0.36
341 490 0.04
325 533 0.74
40 923 0.94
990 793 0.02
222 423 0.51
592 344 0.49
705 927 0.18
8 249 0.58
911 675 0.88
715 98 0.26
74 358 0.13
677 209 0.92
778 852 0.81
856 396 0.12
268 266 0.51
296 67 0.77
459 689 0.59
792 840 0.49
619 863 0.54
913 980 0.75
951 692 0.77
329 157 0.80
718 673 0.08
495 744 0.27
205 818 0.46
117 38 0.89
469 729 0.62
258 50 0.35
957 372 0.90
374 558 0.34
667 771 0.23
483 910 0.39
923 445 0.85
139 362 0.73
469 827 0.78
491 927 0.33
989 180 0.04
846 295 0.89
404 894 0.72
847 10 0.86
559 646 0.19
323 870 0.53
159 244 0.08
201 262 0.95
534 448 0.94
628 411 0.10
59 928 0.72
885 500 0.15
120 178 0.39
215 317 0.08
145 831 0.18
395 307 0.02
841 711 0.62
510 506 0.89
59 654 0.25
264 630 0.18
154 694 0.10
46 632 0.02
341 616 0.13
566 115 0.54
141 924 0.32
238 480 0.27
403 141 0.09
280 192 0.29
742 784 0.82
101 104 0.03
428 456 0.71
287 519 0.61
897 375 0.97
171 118 0.17
263 542 0.18
673 232 0.54
30 319 0.84
588 509 0.67
109 286 0.68
111 304 0.68
422 389 0.56
775 387 0.33
449 505 0.86
213 256 0.08
985 735 0.69
86 97 0.61
450 965 0.46
131 418 0.64
304 990 0.69
527 0 0.72
929 785 0.51
658 433 0.12
643 543 0.80
570 549 0.80
165 207 0.58
313 564 0.10
630 413 0.53
830 243 0.22
78 884 0.61
998 901 0.76
303 81 0.38
449 180 0.41
271 503 0.06
347 789 0.15
848 990 0.22
387 234 0.61
134 853 0.28
105 971 0.91
415 536 0.53
787 909 0.76
437 780 0.35
641 780 0.97
70 998 0.16
235 933 0.34
3 43 0.96
166 469 0.40
576 871 0.36
370 900 0.84
207 267 0.04
117 393 0.30
466 371 0.78
874 628 0.08
567 571 0.63
676 258 0.33
328 400 0.55
148 731 0.02
511 129 0.03
93 176 0.84
283 728 0.46
265 885 0.28
13 463 0.57
325 77 0.67
880 828 0.15
680 84 0.15
282 400 0.84
563 769 0.58
106 188 0.27
495 994 0.07
79 227 0.71
962 917 0.86
338 91 0.98
927 433 0.65
96 105 0.23
686 168 0.30
673 735 0.33
908 418 0.58
196 476 0.51
859 692 0.42
145 906 0.58
59 972 0.40
872 553 0.72
233 81 0.76
129 190 0.40
479 732 0.65
707 889 0.49
730 570 0.77
603 312 0.95
712 1 0.41
627 174 0.87
85 678 0.85
586 649 0.65
0 60 0.87
347 151 0.06
370 12 0.02
501 854 0.37
781 900 0.37
375 829 0.69
727 72 0.95
655 927 0.41
109 369 0.08
313 148 0.72
811 245 0.46
904 465 0.81
800 642 0.29
34 838 0.91
845 287 0.29
494 311 0.19
609 843 0.21
635 823 0.58
88 690 0.37
839 321 0.28
198 587 0.28
367 668 0.72
422 131 0.27
924 193 0.95
717 950 0.23
832 416 0.84
759 31 0.15
523 709 0.13
869 587 0.93
320 372 0.48
178 878 0.87
610 877 0.30
554 213 0.29
312 664 0.51
740 760 0.08
933 127 0.22
165 965 0.19
352 564 0.04
705 240 0.72
889 275 0.41
404 754 0.82
577 446 0.75
781 12 0.09
218 992 0.98
183 790 0.22
607 270 0.24
44 568 0.92
118 841 0.29
637 983 0.94
286 517 0.65
784 911 0.85
16 25 0.59
340 307 0.56
823 294 0.69
477 230 0.18
120 925 0.32
645 783 0.06
157 665 0.58
374 897 0.52
72 879 0.18
784 316 0.78
820 749 0.38
676 841 0.44
607 851 0.64
997 947 0.52
251 561 0.00
788 498 0.97
609 683 0.90
958 550 0.20
682 556 0.27
369 287 0.01
294 478 0.19
538 520 0.15
742 984 0.73
600 961 0.73
488 443 0.76
531 705 0.64
721 83 0.63
75 346 0.49
42 417 0.46
646 173 0.48
647 764 0.30
635 866 0.26
946 715 0.98
998 656 1.00
786 800 0.72
697 395 0.18
556 698 0.18
192 589 0.98
378 360 0.37
713 913 0.77
386 549 0.11
207 655 0.23
83 917 0.65
504 702 0.03
982 471 0.52
861 670 0.54
772 113 0.86
133 441 0.36
208 630 0.08
50 329 0.11
960 352 0.08
423 672 0.08
541 477 0.52
43 580 0.74
598 278 0.89
395 543 0.70
530 78 0.46
344 197 0.52
127 218 0.27
60 129 0.20
539 164 0.34
505 54 0.20
439 383 0.25
370 972 0.12
773 523 0.33
249 57 0.13
529 31 0.49
258 47 0.25
611 871 0.48
616 719 0.22
31 806 0.11
947 425 0.57
13 279 0.84
344 914 0.27
550 710 0.68
81 545 0.48
723 142 0.14
70 347 0.44
509 217 0.07
757 435 0.17
746 932 0.94
713 53 0.06
414 340 0.26
658 750 0.12
55 66 0.40
555 854 0.18
276 285 0.09
225 371 0.73
318 944 1.00
617 657 0.53
46 643 0.36
58 85 0.31
276 396 0.28
3 588 0.63
189 957 0.67
833 985 0.49
449 976 0.44
926 322 0.81
506 803 0.70
104 651 0.07
107 512 0.68
436 714 0.69
592 608 0.56
689 494 0.07
86 670 0.01
12 533 0.37
72 504 0.30
738 789 0.40
868 836 0.96
209 65 0.73
932 981 0.81
440 491 0.83
59 579 0.55
519 247 0.21
542 44 0.62
488 407 0.32
622 286 0.47
15 436 0.26
381 436 0.44
254 674 0.26
96 716 0.48
901 435 0.67
977 213 0.13
371 578 0.94
891 267 0.31
854 381 0.64
838 790 0.18
234 822 0.90
